app_name,Setelah Normalize
Ajaib,aplikasi ajaib bagus banget cocok banget yang suka trading
Ajaib,aplikasi pencuri dana
Ajaib,saya sebenarnya ingin beli reksadana saham dari aplikasi ajaib tapi persyaratan data nya terlalu panjang x lebar x tinggi padahal sudah foto ktp foto diri dan informasi biodata tapi masih di tanya tentang pekerjaan jenis pekerjaan alamat kantor nama perusahaan dan nomer telpon perusahaan saya investasi paling banyak sekitar rp 100 ribu sebulan apakah penting banget di tanya tentang pekerjaan tersebut padahal saya sudah isi bahwa pekerjaan saya cuma wiraswasta atau pedagang keliling
Ajaib,pleasesaran saya jangan instalpakai aplikasi ajaib saya coba deposit lancar pas saya coba tarik tidak bisagagal coba bayangkan kalau uang kamu jutaan tidak bisa ditarik
Ajaib,rdn g bisa di ambil gimana ni
Ajaib,rdn saya kenapa blum masuk pdahal sudah 30 menit lebih
Ajaib,aplikasi ini sangat bagus dan mudah dalam penggunaan n tuk deposit ke rdn pun sangat mudah hanya hitungan detik dana sdh masuk serta penarikan dana dari rdn juga sangat mudah dan cepat tdk sampai 1 menit thanks ajaib
Ajaib,ribet amat verifikasi identitas nya nomer rekening bank belom terblokir kok tulisan terblokir blom terdaftar
Ajaib,jujur ini aplikasi invest yang tampilannya enak dilihat mudah dipahamigw rasa anak muda sampai orang tua bakal mudah banget makenya krn memang bener² simpel tapi sayang sekarang ajaib sudah mulai lemot mulai dari deposit rdn tarik saldo yang delay sampai beberapa hari sering log out tiba² brooo gimana coba lu lagi trading scalping yang dimana butuh kecepatan jari buat take profit tapi tiba log out intinya gw sudah jarang pakai ini aplikasi mulai make aplikasi investasi yang lain
Ajaib,beli saham sambil dapat cashback emasrasanya untung dua kali pakai ajaib
Ajaib,enak ui lama
Ajaib,ajaib saham gampang digunakan
Ajaib,aplikasi ajaib saham benarbenar terbaik investasi aman dan dapat cashback emas
Ajaib,saran sih kalau biasa fortopolio yang terlihat sudah termasuk biaya pembelian dan biaya penjulannya supaya kita tau berapa sih profitloss sebenarnya kan kita tiap jual dan beli itu ada biaya transaksinya
Ajaib,semenjak ada ipo emas aku make ini dan sangat bagus
Ajaib,aplikasi yang sangat membantu untuk trading muda untuk menghasilkan uang
Ajaib,aplikasi sangat bagus dan di dalamnya ada tutorialnya cocok buat kalian yang pingen blajar crypto
Ajaib,aplikasi cocok buat pemula yang mau terjun ke dunia crypto dan tampilan apk nya juga menarik
Ajaib,ada reksadana di ajaib tapi nomer dan hp raib sehingga kehilangan akun ketika daftar lagi identitas sdh pernah dipakai jd tidak bisa hrs ada solusi jika terjadi seperti ini
Ajaib,aplikasi nya lumayan bagus buat pemula investasi
Ajaib,dulu aku kira investasi saham harus modal besar ternyata lewat ajaib saham bisa mulai dengan nominal kecil cara belinya gampang tinggal pilih saham yang diinginkan dan langsung bisa transaksi apalagi ada promo saham emas rp100k rasanya kayak dapat bonus modal investasi tambahan
Ajaib,aplikasi ajaib saham gampang banget dipake cocok buat pemula maupun pro lagi ada info ipo emas gede di september prospeknya bagus banget jangka panjang aku sudah order di ajaib semoga dapet jatah banyak
Ajaib,apk ajaib saham sangat mudah di gunakan fitur sangat lengkap dan mudah di pahami
Ajaib,hati kalian kena tipu buat yang masih aman mending tarik dari kemarin saya top up blm masuk juga chat bantuan tidak ada yang di balas skali lgi hati yang masih aman saja burun tarik ngeri
Ajaib,ok
Ajaib,dulu aku sering mikir kalau investasi saham itu ribet dan cuma buat orang yang sudah expert tapi setelah coba ajaib saham ternyata gampang banget mulai dari daftar sampai beli saham pertama ditambah ada promo cashback saham emas rp100k rasanya kayak dapat hadiah tambahan buat modal investasi pertamaku
Ajaib,lagi ada promo di ajaib saham bisa dapet saham emas gratis plus kesempatan lucky draw gaskeun jangan kelewatan
Ajaib,tolong tambahkn fitur tampilkn qris bayar jgn yang scan qr itu saja saran sy
Ajaib,ah sudahlah
Ajaib,ada ipo emas nya lumayan gede dah pesen di ajaib lumayan kalau bisa dapet bonus rdn
Ajaib,kecewa pada tampilan menu finansial sekarang saya lebih suka yang sebelumnya bentuk grafik tolong kembalikan tampilan sebelumnya
Ajaib,ipo gede diseptember nih emas pengalaman beli di ajaib dapet jatah banyak bisa dapet rdn juga
Ajaib,dapat cashback emas jadi pengalaman unik di dunia investasi saham ‎
Ajaib,aplikasi ini cocok banget untuk pemula buat yang mau belajar saham cocok banget
Ajaib,menurutku kalau mau ikut ipo september atau sahamsaham baru seperti anak usaha mdka ipo paling enak lewat ajaib cepat transparan dan tidak ribet cocok buat investor pemula maupun yang sudah berpengalaman
Ajaib,mantaapp buat yang on trade dan suka investasi ajaib saham bagus buatvlo yang masih pemula di lengkapi dengan berbagai banyak bonus dan pembelajaran sekligus mengajarkan kalian jagonberinvestasi
Ajaib,apk nya bagus untuk berinvestasi dan mudah di pahami kembangkan terus apk nya supaya lebih enak lagi berinvestasi
Ajaib,top up saldo ajaib kripto diproses terus tidak masuk masuk ngehubungin cs gada respon sampe sekarang
Ajaib,aplikasi jelek susah buka chart di laptop dan tidak full screen
Ajaib,chat admin sudah nunggu antrian ratusan setelah masuk dengan support agennya ya dicuekin 10 menit nunggu ada sapaan dari support agent tidak juga disapa niat melayani atau tidak sih withdraw sudah seminggu masih saja pending padahal cash kecil ada apakah dengan ajaib biasanya withdraw tidak kenal hari tadi teman wd juga belum masuk rekening semakin sulit saja nih teko
Ajaib,kirain cuma saya ternyata banyak juga yang ngeluh deposit saja cepet giliran narik rdn bisa berhari2 cukup sekali pakai aplikasi ini sampai sekarang belum nyampe2 tuh saldo rdn saya masuk daftar hitam dan tidak akan pernah saya referensikan ke temansaudara saya
Ajaib,meragukan ribet
Ajaib,trading di ajaib saham mudah transparan dan saya dapat cashback emas ‎
Ajaib,cashback emas jadi bonus terbaik untuk setiap transaksi di ajaib saham
Ajaib,nyaman buat belajar berinvestasi di ajaib
Ajaib,aplikasi pembodohan jual reksadana dari tgl 14 estimasi diterima tanggal 25 sampe sekarang tidak masuk ke rdn atau rekening pribadi cs nya juga buruk bet di oper oper trus disuruh kirim bukti mutasi rek dah dikirim minta tunggu wkwkwkw begitu terus jir dari siang ampe malem apk ampas lisensi gimmic cs lelet entah diapakan saldo ku itu dasar korup
Ajaib,kok mulai tidak enak ya sistem transfer uangnya tarik dana kok sekarang nunggu proses 24 jam padahal pake yang bifast deposit saldo dari ajaib ke ajaib alpha juga tidak langsung masuk nunggu proses yang lama berjam jam juga
Ajaib,tolong tambahkan gopay
Ajaib,proses jual masuk ke ren lama banget sangat tidak remend aplikasi ini buat saham jelek banget kecewa baget
Ajaib,narik kok tidak masuk masukk selalu harus lewat layanan dulu kasih konfirmasi ini ituu repottt asuu punya beberapa akun selalu tiap wd harus pake cara ituu asuu dibenerin lah
Ajaib,aku mau coba kalau menguntungkan alhamdulillah mungkin jln sukses nya d sini
Ajaib,apklikasi eror mulu penarikan saldo lama kok sudah 2 jam tidak masuk rekening min
Ajaib,iklan terus
Ajaib,kurang cekatan low repon saat saya deposit lama masuknya ini gimana dah saya malah dapet email dari cs katanya salah alamat rek padahal saya sudah kasih bukti ssnya sama dengan rekening
Ajaib,bikin akun saja susah banget foto ktp berkali2 ke tolak terus tidak bisa2
Ajaib,ajaib lama banget akir² ini transaksi rdn nyaa
Ajaib,banyak drama
Ajaib,gimana ini saldo dana ajaib saya tidak masuk
Ajaib,aplikasi ajaib saham memudahkan saya memulai perjalanan investasi saham modal kecil sudah bisa belajar analisis dan tambah portofolio
Ajaib,paling lama paling ribet
Ajaib,bagus
Ajaib,sistemnya sangat jelek saya isi saldo rdn 1 juta masuknya cuma setengahnya kemana dana saya yang setengah lagi
Ajaib,platform andalan saya untuk order ipo emas di ajaib karna ada bonus rdn
Ajaib,ipo anak usaha mdka ada di bulan septembr iniuntuk pengalaman beli di ajaib proses enak mudahcepat dan aman pastinya
Ajaib,kenapa kalau beli cepet tapi kalau jual duitnya lama banget masuk
Ajaib,kenapa saya tarik rdn itu tidak masuk2 ke rekening dari kemarin sangat lama sekali proses penarikannyaaa sangat membuat resah untuk para investor yang ingin mengambil haknya segera cepat diperbaiki jika seperti ini terus lama2 aplikasi ini akan ditinggalkan oleh banyak orang
Ajaib,aplikasi ajaib saham jadi pilihan utama saya untuk belajar investasi saham karena ada edukasi gratis dan fitur analisis yang mudah
Ajaib,tolong verifikasi account nya bisa di percepat dan kalau ada bug tolong diperbaiki karena apknya bagus untuk investasi sama trading
Ajaib,saya sudah deposit dari bank permata kok tidak masuk ke rekening ajaib alpha saya
Ajaib,luar biasa
Ajaib,beuh parah sdh berbulan bulan verifikasi reksa dana masih dalam proses jd terhambat untuk bisnis investasi sy pakai ajaib pikirkan lg lah kalau pakai aplikasi ini buruk sekali systemnya hati2 saja
Ajaib,kenapa terjadi kesalahan pas mau masuk
Ajaib,apa hari ini lagi eror ya
Ajaib,ini kenapa setelah update malah aplikasi ajaib saya tidak bisa dibuka setiap dibuka ada tulisan http 403 cs nya juga tidak ada jawaban tolong diperbaiki secepatnya
Ajaib,suka eror
Ajaib,saya coba masuk antm melalui ajaib saham proses beli sangat simpel grafik harga jelas cocok banget untuk investor pemula
Ajaib,bagus sejauh ini
Ajaib,perbaiki sistem nya yang lelet dan pencairan rdn yang lama
Ajaib,sangat kecewa sekarang fitur penarikan saldo di website di hapus
Ajaib,hari ini saya tidak bisa buka aplikasi ajaib ada tulisan terdapat kesalahan http 430 kenapa ya
Ajaib,skarang transaksi tarik dana atau top up lama bnget biasanya 1 sampai 2 mnitan skarang harian nunggunya jadi pas mau buy jadi ketinggalan mulu
Ajaib,beli bbri lewat ajaib saham sangat mudah transaksi lancar top up cepat portofolio langsung terlihat transparan dan gampang dipantau
Ajaib,kenapa saya login tidak bisa terjadi kesalahan
Ajaib,terimkasih sudah menjadi sekuritas para ritell fomo
Ajaib,mantap
Ajaib,kenapa melakukan penarikan membutuhkan waktu 2 hari padahal sebelumnya hanya butuh 10 menit kenapa semakin dipersulit sekarang ini
Ajaib,akhir2 ini akun saya terkadang tidak bisa di buka saya kurang tau masalahnya apa tapi ini terjadi setelah update mohon di periksa dan di optimalkan kembali
Ajaib,aplikasi ajaib reguler di key statistic tidak ada perhitungan persenan dividen sedangkan di aplikasi ajaib alpha ada padahal penting buat dividen investor
Ajaib,saya ingin mengeluh pada saat pencairan dana yang kadang tidak sesuai jadwal atau kadang2 dana saya hilang tiba2 padahal saya tidak pernah menarik semua dana sayamohon developer di perbaiki lagi sistemnya ini sangat merugikan pengguna
Ajaib,kak ini gimn iya kok akun saya belum di verifikasi data dan gimn cara kirim data ulang nya kak mohon di bantu
Ajaib,verifikasi lama chat admin slowres
Ajaib,mantapp saya deposit dari rdm ajaib ke rekening ajaib alphalama diprosess trss sampe 5 jamm
Ajaib,dari dulu proses transaksi lama banget tidak seperti pluang dll yang transaksi amat cepet
Ajaib,kembalikan tampilan yang dulu bar graph pada tampilan hari ini selalu hilang butuh analisa bargraph di hari ini lakok malah hilang bargraphnya sudah muncul kembali terima kasih ajaib selalu mendengarkan keluh kesah saya sekarang tinggal tampilan broker summary tolong tambahkan jumlah buy dan sell seperti tampilan lam
Ajaib,saya habis beli aset tapi kok tidak masuk ke total aset sama riwayatnya hilang
Ajaib,ipo emas ini kayaknya sangat menjanjikan prospeknya bagus untuk jangka panjang
Ajaib,ajaib saham sangat mudah digunakan untuk investasi saham termasuk beli ipo antarmuka simpel biaya kompetitif dan info lengkap tentang saham
Ajaib,sudah diaktifin stop loss tapi tidak mau stop aplikasi apa
Ajaib,apaan masa narik tunai saja nunggu 2 hari tolong dong di benerin lagi saya dulu suka pakek ajaib sekarang saya kecewa sama apk ajaib dan saya akan sebarkan ke teman² saya agar ngk pakek apk ajaib
Ajaib,gajadi pake ajaib karena perubahan data ribet formulir harus dicetak padahal di stockbit mudah saja sistem cs nya juga lambat sudah tahun segini masih pakai formulir kayak bank tahun 90an
Ajaib,baik
Ajaib,aplikasinya semakin berat di akses atau lemot
Ajaib,kacau ni ajaib saya melakukan penarikan di ajaib saham sudah 2hari tidak kunjung masuk di rdn di riwayat transaksi tidak terbaca sedangkan di saldo rdn sudah berkurang sudah chat customer service sama saja bohong belum masuk juga jangan merugikan nasabah begini dong min tolong tindak lanjutnya secepatnya
Ajaib,jujur ini aplikasi paling tidak rekomen biaya deposit diaplikasi ini mahal dan ketika mau jual uang yang mau masuk ke rekening jg dapat potongan mahal cs nya slow respon bahkan ulasan di google tidak ada direspon masukan² orang² saldo tarikan dari saham gw ngk masuk masuk sampai gw unistal ini aplikasi gw saranin pake pluang saja atau mobee klau mau invest reksa dana obligasi dan saham pilihan terbaik adalah pake bibit jangan pake aplikasi ini tidak ada di dengarin masukan orang orang
Ajaib,aplikasi investasi yang di awasi ojk
Ajaib,tolong di tambah buat pengaturan order nya menu hapus order pembatalan order dan amandemen harga n lot nya terimakasih
Ajaib,ini tiap deposit tidak masuk masuk saldo sudah berkurangbiasanya paling lama 5menitini sudah 6jam
Ajaib,padahal nomor hp yang dimasukin sudah bener tpi bacaannya masih blom diverifikasi
Ajaib,saran saja untuk pemula yang ingin invest di ajaib mendingan cari yang lain saja ajaib sekarang tidak bagus proses depowd sangat lama cs nya pus di hubungi tidak di respon2 pokok nya tidak rekom lah mending ke stockbit yang cpt semuanya
Ajaib,minimal deposite berapa di aplikasi ajaib ini
Ajaib,aneh banget saya kan deposit lalu di suruh tunggu 23 hari untuk memastikan yang saya deposit ini masuk ketika belum masuk padahal di rekening saya sudah terkirim lalu di minta nya bukti tf kalau bermasalah di suruh hubungi cs nya aneh sekali ribet buat investasi doang
Ajaib,saham ptba bikin aku nagih soalnya aplikasinya kasih notifikasi dividen cair rasanya kayak dapet bonus tiap beberapa bulan sekali padahal modalnya aku taruh santai saja
Ajaib,sudah 2 hari tetap tidak bisa invest saham
Ajaib,seharusnya kalau mau beli saham langsung ke cash jangan reguler 10x leverage kalau orang tidak tau tiba tiba di tagih utang kan kasian dia tidak tau semangat belajar orang awan
Ajaib,maaf ya kasih bintang 1 masa penjualan saham uangnya nungguh 2 harisetelah 2 hari masih di suruh nungguh lagi 1 hari masa mencairkan uang 8 jt saja nungguh 3 hari
Ajaib,verifikasi data sudah 2 minggu belum beres juga akhirnya ketinggalan ipo emas gw sekuritas yang lain tidak selama itu
Ajaib,gw coba saham prajogo pangestu uniknya aplikasi ini kasih artikel berita khusus soal energi jadi bukan cuma angka doang tapi ada ceritanya juga
Ajaib,untuk sementara waktu saya uninstal dulu saja yamaaf aplikasi hp saya penuh sebenarnya saya sangat antusias bisa ikut aplikasi trading lewat ajaib jadi lain waktu saja saya install lagi terimakasih ajaib semoga byk program yang menarik untuk dikunjungi oleh pengguna lainnya
Ajaib,jelek buruk
Ajaib,baik
Ajaib,saya narik uang rdn ke bank malah di persulit sudah nungguin 2 hari malah di suruh nunggu 2 hari lagi buset dah
Ajaib,halokenapa skrg penarikan rdn ke rekening pribadi tertera proses 2 hari biasanya hanya 10 menit apakah ajaib skrg seperti ini
Ajaib,apakah ada opsi untuk mengganti bank rdn edit 24 desember 2025 tolong tambahkan fitur untuk mengetahui dividen berasal dari perusahaan tbk mana terima kasih
Ajaib,min punya saya menarik duit saya dari saham as ke rekening kok lama kali ya kapok nih jadinya jadi was was
Ajaib,cocok buat pemula maupun yang sudah paham investasi registrasi cepat fitur lengkap dan ada notifikasi harga yang membantu banget
Ajaib,ajaib bisa dibilang salah satu aplikasi saham ipo2025 terbaik untuk pemula di indonesia
Ajaib,iseng mantau lewat aplikasi ajaib saham ternyata info ipo nya cukup lengkap jadi enak buat ngikutin perkembangan
Ajaib,kenapa penarikan dana saya dari rdn belum masuk ke rekening saya sampai saat ini padahal saya cek di ajaib sudah berhasil tapi belum masuk ke rekening saya dananya mohon dibantu
Ajaib,mudah pantau saham mdka dan bahkan cari tahu perkembangan pani gold cocok banget buat pemula maupun yang sudah berpengalaman
Ajaib,saya beli reksa dana menggunakan va tapi sampai sekarang tidak ada muncul muncul itu maksimal berapa hari sih proses kerjanya di apk lain tidak kaya gitu hitungan menit dah masuk dana ehhh ini sampe mati pun masih proses woiisaya transaksi besar hampir 50 juta
Ajaib,mantap banget ajaib saham itu aplikasi terbaik buat trading saham gampang banget dan banyak pilihan saham ipo nua
Ajaib,kok force close gini aplikasi lain normal ini kok eror
Ajaib,
Ajaib,pemula
Ajaib,woy knp aplikasi tidak bisa dibuka error mulu
Ajaib,bagaimana cara menonaktifkan fitur buying power karena saya sangat terganggu
Ajaib,sumpah ya ajaib ini kebanyakan tingkah bolakbalik gontaganti tampilan terus ngeribetin user doang
Ajaib,aplikasi paling tidak rekomended untuk scalping sih brokernya lambat
Ajaib,okeey
Ajaib,tidak bisa wd
Ajaib,penarikan rdn sudah 2x24 jam belum masuk masuk ke rekening gimna inii
Ajaib,why harus ribet kok bisa nunggu2 segala setelah deposit tidak masuk sangat merugikan waktu dan uang
Ajaib,investasi saham yang begitu menguntungkan bagi saya
Ajaib,gw coba reksa dana pasar uang di aplikasi ini fee nya transparan banget tidak ada biaya aneh aneh cocok banget buat pemula kayak gue
Ajaib,gw seneng banget pas lihat ui ajaib buat saham unvr datanya rapi tapi tidak bikin pusing cocok banget buat pegang long term
Ajaib,kenapa lama sekali verifikasi rdn saya sudah lebih 5 hari rencana beli saham jadi tak bisa ini aplikasi iklan doang yang heboh besok kalau belom kelar juga mending uninstal
Ajaib,bagus bgat
Ajaib,saldo rekening ajaib alpha saya kok ngga masuk² y sudah 4 jm sana nunggu
Ajaib,saham unvr gua beli pas diskon aplikasinya kasih rekomendasi analis yang masuk akal bukan sekadar “beli aja” hasilnya sekarang sudah ijo
Ajaib,saya suka ajaib saham karena selalu update informasi ipo saham mdka pani gold ipo 2025 ipo emas serta ipo september
Ajaib,hallo ajaib mau tanya perhari ini kok chartnya hanya menampilkan harga closing ada apa ya saya harap kembalikan seperti semula agar enak baca chartnya dan tau berapa harga tertinggi dan terendahny soalnya saya suka beli sahamnya nawar pelit biar cuanya lebar
Ajaib,baru daftar di ajaib langsung dapet cashback saham emas rp100k lumayan banget buat pemula
Ajaib,waktu coba investasi obligasi pemerintah aplikasinya jelasin step by step bahkan ada ilustrasi keuntungan gw yang awam jadi ngerti cara kerja bunga dan jatuh tempo
Ajaib,bagus
Ajaib,ajaib saham benarbenar lengkap ada kabar saham mdka ipo anak usaha mdka ipo pama pani mdka ipo serta saham yang akan ipo
Ajaib,makin update makin parah tarik rdn saja harus butuh proses 2 hari kerja sudah kayak pindahan saldo buying power ke rdn kecewa sekali
Ajaib,dugaan aplikasi penipuan dan scam parah
Ajaib,aplikasi yang paling cocok dipakai untuk berinvestasi
Ajaib,trading saham di ajaib lebih menarik karena ada hadiah cashback emas
Ajaib,aplikasi banyak persyaratan daftar nya
Ajaib,saya bener kecewa saya menarik uang dari ajaib ke rekening pribadi smpai sekarang belum masuk padahal di riwayat status berhasil
Ajaib,jangan pakai aplikasi ini guyss sangat tidak rekomen dimna kita butuh rasa tenang dengan aman dalam terjun ke pasar bursaa tapi aplikasi nyaa sangat bobrok mulai dari cs dan sistem penarikan dan deposit semua bobrok
Ajaib,hadiah saham sudah dijual tidak masuk ke saldo cash anehhh
Ajaib,good
Ajaib,performa menurun penarikan lama banget bilangnya 1×24jam tapi sudah sehari lebih tidak masuk masuk padahal butuh banget duid nyasangat buruk
Ajaib,wd lambat berhari hari belum masuk rekening very bad cs ajaib tidak tanggap dan tidak profesional
Ajaib,mohon maaf untuk opsi order pada buy apa bisa di percepat masa harus nunggu lama akhirnya sampe harga saham yang kita inginkan sudah melonjak tinggi masih belum matching bahkan sampe hari bursa selesai dan jadi gagal dapat sahamnya tapi kalau jual pas emiten naik daun 1 menit saja sudah langsung selesai transaksinya jadi tolong diperbaiki ya
Ajaib,interface cocok untuk pemula yang belajar investasi saham
Ajaib,saya puas karena investasi saham di ajaib kasih saya bonus emas
Ajaib,saya suka karena setiap transaksi saham bisa sekaligus menambah tabungan emas
Ajaib,suka logout sendiri pas jam bursa lagi pasang day trading merugikan sekali payah
Ajaib,depo saja susah masuk saldonya
Ajaib,tolong dong ajaib cs nya tidak ada satupun yang respon akun saya terblokir tibatiba saham dan rdn hampir 20 juta
Ajaib,kenapa sekarang tarik dana dari rdn kena biaya admin 7000 sama proses lamaa banget hapir seharian belum masuk kalau sistem ini balik kayam sebelumnya sya kasih bintang 5 lagi
Ajaib,aplikasi nya sangat berguna penjelasan langkah langkah utk investor pemula seperti saya sangat jelas di aplikasi ini platform investasi dan nabung reksadana yang sangat aman dan praktis terima kasih
Ajaib,proses pemindahan dari aset rdn ke aset crypto memakan waktu berjam²
Ajaib,aplikasi investasi yang sangat mudah digunakan untuk pemula maupun yang sudah biasa menggunakan layanan investasi digital mantap jozzz
Ajaib,ajaib saham sangat cocok buat saya
Ajaib,mantap
Ajaib,ini apk tebaru fitur bid offer dmna dah malah ribet tampilannya enakan versi sblmnya
Ajaib,‎saya lebih semangat nabung saham karena dapat cashback emas di ajaib
Ajaib,apk nya oke banget registrasi nya juga gampang tidak ribetpilihannya juga banyak mulai dari sahamreksadana sampai obligasi
Ajaib,apk nya bagus rekomendasi bngt nih registrasi nya gampang tidak ribet pkonya joss
Ajaib,aplikasi ajaib saham sangat rekomedasi banget bisa beli saham dan jual dengan mudah prosesnya cepat aplikasi nya aman dan ringan di ponsel saya akan skli
Ajaib,selamat pagi saya mau menyampaikan bagaimana menutup akun dan menghapus akun saya sudah saya ajukan tapi belum dihapus sampai saat ini
Ajaib,tolong dong min ketika saya deposito ke rdn saya katanya dana akan masuk setelah 30 menit tapi ini sudah 4 hari dana saya belum masuk tolong dong lebih bertanggung jawab lagi terhadap pelayanan kepada pelanggannya saya juga tidak tahu dana saya kemana sampai sekarang diaplikasi bilang ajuin ke pusat bantuan ajaib tapi yang dibilang sama cs dari ajaib mohon maaf ada kesalahan pihak ketiga mohon menunggu itu saja katanya tapi tidak ada tindakan sama sekali sampai kapan saya harus nunggu
Ajaib,penarikan dana dari rdn lama
Ajaib,kapan verifikasinya ini selesai lebih lama dari aplikasi yang lain perlu ditingkatkan karena sudah zaman percepatan
Ajaib,bagus dalam hal jual beli saham dan transaksi semuanya bagus pokoknya
Ajaib,saya betah karena investasi di ajaib saham bisa kasih saya cashback emas
Ajaib,sangat terpercaya investasi yang mudah
Ajaib,ternyata bener bener mudah digunakan tidak nyesel download
Ajaib,saya merasa nyaman pake trading di ajaib kripto aman dari scam
Ajaib,deposit rdn cuma menunggu 30 menitan giliran mau tarik tunai dari rdn ke bank menunggu 3 hari kerja aduh duh sebelum pembaharuan tarik tunai cuma menunggu 1530 menitan parah nih mohon dipercepat waktu tarik tunainya
Ajaib,masukkan kode rinaqbjx biar dapat bonus
Ajaib,knp ya kok mau narik dana lama banget kak tidak langsung masuk direk
Ajaib,min kenapa yaa verivikasi aku saya belum di acc sampai sekarang
Ajaib,metode transfer bri fast nya sering dalam pemeliharaan terus tolong dong min di tingkatkan lagi biar dikit dikit tidak dalam pemeliharaan terus metode transfer bri fast nya
Ajaib,cocok untuk berinvestasi
Ajaib,sudah transfer buat deposit deposit nya masih nol rupiah admin sudah di chat jawaban bulet kek taik sudah di email juga belum ada balasan
Ajaib,tolong tambahin fitur grafik nilai portofolio kita dalam 1 hari all time ya kak
Ajaib,tidak bisa di tarik rdn nya
Ajaib,aku pegang saham bbca sama bbri lewat ajaib tampilannya clean jadi enak banget buat bandingin dua bank besar itu
Ajaib,anjay admin penarikan rdn 7500 dan cair 1 2 hari auto kapok pindah stockbit
Ajaib,aku beli saham foto cuma iseng tapi seru banget liat pergerakannya tiap hari aplikasi ajaib bikin gampang pasang alert harga
Ajaib,uang saya nyangkut hati main di aplikasi ini sangat buruk
Ajaib,siapsiap bulan september akan ada ipo pama anak usaha mdka belinya di ajaib daftar ajaib saja dulu nanti bisa dapet cashback saham emas rp100k lumayan bangett
Ajaib,sering nge bug nih
Ajaib,setelah diperbarui kenapa tidak bisa buka market tolong di perbaiki lagi
Ajaib,saya baru pakai apk ajaib ini kukira tarik rdn cepat ternyata harus 2 hari baru d proses
Ajaib,wd dari hari minggu tadi siang sudah berhasil pas di cek dana belum masuk menyebalkan anying ganti saja ke stok bit guys customer juga lama anying balasnya apk asu
Ajaib,aku suka banget pas notif dividen unvr masuk di ajaib kecil sih tapi rasanya puas banget
Ajaib,aplikasi ajaib saham ini benerbener membantu banget buat aku yang masih belajar investasi tampilannya simple gampang dipahami dan fiturnya lengkap aku suka banget karena info tentang ipo emas juga langsung update di sini jadi tidak ketinggalan momen penting selain itu aku juga bisa dengan mudah pantau saham mdka dan bahkan cari tahu perkembangan pani gold cocok banget buat pemula maupun yang sudah berpengalaman pokoknya aplikasi investasi paling nyaman yang pernah aku pakaiii
Ajaib,ipo pama ini prospeknya bangus untuk jangka panjang aku sudah order di ajaib semoga dapet
Ajaib,penarikan dana kok lama sekali ya
Ajaib,sering banget duit ketahan di ajaib gabisa cair dan nunggu lama banget sudah chat call center juga lepas tanggung jawab padahal kalian makan dari uang kita sebgai ivestor
Ajaib,proses trnasfer dsri rdn ke bank pribadi lamanya minta ampunmana adminnya oaling mahal dikasihinhadehhh mau naim hj kah
Ajaib,wd setatus berhasil tapi uang belum ada masuk ke rekeningini gimana solusinya
Ajaib,di bulan september ini ada ipo pamakalian para anak usaha mdka ntar belinya di ajaib y jgn lupa
Ajaib,dapat cashback emas jadi motivasi saya untuk lebih rajin trading di ajaib saham ‎
Ajaib,waktu awal pandemi aku mulai investasi di saham ptba lewat ajaib sekarang sudah lumayan hasilnya
Ajaib,saya beli zora pas harga 974 lah pas saya beli kok jdi nya 984 4 transaksi sblom nya di troll dan hifi pun sama tidak sesuai harga di saat itu parah loh bohongin org
Ajaib,ipo emas ini kayaknya gede juga ya apalagi aku sudah pesen diajaib semoga dapat deh
Ajaib,saham prajogo pangestu aku beli lewat ajaib pas lagi rame di berita aplikasinya responsif langsung masuk portofolio
Ajaib,order ipo emas di ajaib enak mudah aman dan ad bonus rdn nya
Ajaib,aplikasi ajaib sangat membantu saya sebagai pemula ui mudah dipahami bisa investasi saham reksadana sampai kripto dalam 1 aplikasi registrasi cepat modal awal kecil cocok untuk belajar investasi semoga metode pembayaran diperbanyak dan cs bisa 24 jam
Ajaib,overall lebih cepet dibanding stockbit
Ajaib,ajaib saham gampang dipakai fee murah pendaftaran cepat ada edukasi reksa dana cocok buat pemula investasi
Ajaib,ipo anak usaha mdka ada di bulan september ini nih lngsung cus cek dan beli ny lewat ajaib saham
Ajaib,ipo anak usaha mdka prosesnya gampang banget lewat aplikasi ini informasi harga penawaran jadwal dan detail perusahaan jelas cocok buat investor pemula yang mau ikut ipo besar di sektor emas recommended
Ajaib,teruntuk admin dan seluruh para pengurus platform ajaib saya telah menghubungi terkait refund dana rdn yang sebagian besar tertahan tetapi belum dikembalikan setelah membeli ipo emassaya sudah menghubungi admin akan tetapi tidak ada kejelasan sama sekali kecewa berat atas hal yang saya alami hari ini padahal masih ada sisa rdn yang jutaan miris
Ajaib,awalnya ragu ikut ipo anak usaha mdka tp ajaib saham nih kasih simulasi sm info detailnya lengkap poll
Ajaib,ipo emas nya gede banget prospeknya mayan bagus buln ini
Ajaib,ni aplikasi yang paling simple dan mudah di pahami untuk pemula seperti sayainvestasi ipo emas dengan mudah lewat sini
Ajaib,setelah coba aplikasi ajaib saham ternyata prosesnya gampang buat investasi ipo emas lewat sini
Ajaib,cocok banget buat pemula sekarang saya rutin investasi ipo emas lewat ajaib saham
Ajaib,akhirnya aplikasinya juga punya indikator pl nya saat akan melakukan transaksi jual sehingga bisa tau apakah itu untungrugi kalau kita jual harga yang kita mau input terimakasih
Ajaib,saran saya supaya proses saldo di saat menjual saham untuk masuk ke rnd agar di persingkat proses yang memakan waktu 2 hari sungguh sangat lama sekali
